# depth maps
# file: 'rgbd_dataset_freiburg3_sitting_xyz.bag'
# timestamp filename
1341845820.751874 depth/1341845820.751874.png
1341845820.787780 depth/1341845820.787780.png
1341845820.819671 depth/1341845820.819671.png
1341845820.852499 depth/1341845820.852499.png
1341845820.887907 depth/1341845820.887907.png
1341845820.920109 depth/1341845820.920109.png
1341845820.955800 depth/1341845820.955800.png
1341845820.987851 depth/1341845820.987851.png
1341845821.019817 depth/1341845821.019817.png
1341845821.055729 depth/1341845821.055729.png
1341845821.087850 depth/1341845821.087850.png
1341845821.119881 depth/1341845821.119881.png
1341845821.156074 depth/1341845821.156074.png
1341845821.188579 depth/1341845821.188579.png
1341845821.224312 depth/1341845821.224312.png
1341845821.256724 depth/1341845821.256724.png
1341845821.288563 depth/1341845821.288563.png
1341845821.323902 depth/1341845821.323902.png
1341845821.355713 depth/1341845821.355713.png
1341845821.388992 depth/1341845821.388992.png
1341845821.424983 depth/1341845821.424983.png
1341845821.456421 depth/1341845821.456421.png
1341845821.488036 depth/1341845821.488036.png
1341845821.524396 depth/1341845821.524396.png
1341845821.555660 depth/1341845821.555660.png
1341845821.587692 depth/1341845821.587692.png
1341845821.623786 depth/1341845821.623786.png
1341845821.655745 depth/1341845821.655745.png
1341845821.691900 depth/1341845821.691900.png
1341845821.724236 depth/1341845821.724236.png
1341845821.756140 depth/1341845821.756140.png
1341845821.791645 depth/1341845821.791645.png
1341845821.823711 depth/1341845821.823711.png
1341845821.855600 depth/1341845821.855600.png
1341845821.891782 depth/1341845821.891782.png
1341845821.923742 depth/1341845821.923742.png
1341845821.955770 depth/1341845821.955770.png
1341845821.991807 depth/1341845821.991807.png
1341845822.023876 depth/1341845822.023876.png
1341845822.059799 depth/1341845822.059799.png
1341845822.092029 depth/1341845822.092029.png
1341845822.123707 depth/1341845822.123707.png
1341845822.185941 depth/1341845822.185941.png
1341845822.221846 depth/1341845822.221846.png
1341845822.254014 depth/1341845822.254014.png
1341845822.289918 depth/1341845822.289918.png
1341845822.321817 depth/1341845822.321817.png
1341845822.353808 depth/1341845822.353808.png
1341845822.389881 depth/1341845822.389881.png
1341845822.391689 depth/1341845822.391689.png
1341845822.428371 depth/1341845822.428371.png
1341845822.460039 depth/1341845822.460039.png
1341845822.495765 depth/1341845822.495765.png
1341845822.527735 depth/1341845822.527735.png
1341845822.559661 depth/1341845822.559661.png
1341845822.595862 depth/1341845822.595862.png
1341845822.627740 depth/1341845822.627740.png
1341845822.663733 depth/1341845822.663733.png
1341845822.695615 depth/1341845822.695615.png
1341845822.731843 depth/1341845822.731843.png
1341845822.789932 depth/1341845822.789932.png
1341845822.825916 depth/1341845822.825916.png
1341845822.859756 depth/1341845822.859756.png
1341845822.889734 depth/1341845822.889734.png
1341845822.925946 depth/1341845822.925946.png
1341845822.957723 depth/1341845822.957723.png
1341845822.989959 depth/1341845822.989959.png
1341845823.025939 depth/1341845823.025939.png
1341845823.057802 depth/1341845823.057802.png
1341845823.093713 depth/1341845823.093713.png
1341845823.125986 depth/1341845823.125986.png
1341845823.157784 depth/1341845823.157784.png
1341845823.193894 depth/1341845823.193894.png
1341845823.226320 depth/1341845823.226320.png
1341845823.261880 depth/1341845823.261880.png
1341845823.293662 depth/1341845823.293662.png
1341845823.326242 depth/1341845823.326242.png
1341845823.361897 depth/1341845823.361897.png
1341845823.394601 depth/1341845823.394601.png
1341845823.426055 depth/1341845823.426055.png
1341845823.461921 depth/1341845823.461921.png
1341845823.494015 depth/1341845823.494015.png
1341845823.529810 depth/1341845823.529810.png
1341845823.561987 depth/1341845823.561987.png
1341845823.593717 depth/1341845823.593717.png
1341845823.629838 depth/1341845823.629838.png
1341845823.661761 depth/1341845823.661761.png
1341845823.696218 depth/1341845823.696218.png
1341845823.729645 depth/1341845823.729645.png
1341845823.761947 depth/1341845823.761947.png
1341845823.797911 depth/1341845823.797911.png
1341845823.829677 depth/1341845823.829677.png
1341845823.861832 depth/1341845823.861832.png
1341845823.929860 depth/1341845823.929860.png
