# color images
# file: 'rgbd_dataset_freiburg3_sitting_xyz.bag'
# timestamp filename
1341845820.751833 rgb/1341845820.751833.png
1341845820.787768 rgb/1341845820.787768.png
1341845820.819654 rgb/1341845820.819654.png
1341845820.851997 rgb/1341845820.851997.png
1341845820.887882 rgb/1341845820.887882.png
1341845820.920082 rgb/1341845820.920082.png
1341845820.955790 rgb/1341845820.955790.png
1341845820.987817 rgb/1341845820.987817.png
1341845821.019783 rgb/1341845821.019783.png
1341845821.055706 rgb/1341845821.055706.png
1341845821.087831 rgb/1341845821.087831.png
1341845821.119871 rgb/1341845821.119871.png
1341845821.155881 rgb/1341845821.155881.png
1341845821.188556 rgb/1341845821.188556.png
1341845821.223751 rgb/1341845821.223751.png
1341845821.256005 rgb/1341845821.256005.png
1341845821.287883 rgb/1341845821.287883.png
1341845821.323879 rgb/1341845821.323879.png
1341845821.355690 rgb/1341845821.355690.png
1341845821.388161 rgb/1341845821.388161.png
1341845821.424470 rgb/1341845821.424470.png
1341845821.455778 rgb/1341845821.455778.png
1341845821.488014 rgb/1341845821.488014.png
1341845821.524370 rgb/1341845821.524370.png
1341845821.555644 rgb/1341845821.555644.png
1341845821.587677 rgb/1341845821.587677.png
1341845821.623761 rgb/1341845821.623761.png
1341845821.655725 rgb/1341845821.655725.png
1341845821.691884 rgb/1341845821.691884.png
1341845821.724228 rgb/1341845821.724228.png
1341845821.755681 rgb/1341845821.755681.png
1341845821.791636 rgb/1341845821.791636.png
1341845821.823697 rgb/1341845821.823697.png
1341845821.855574 rgb/1341845821.855574.png
1341845821.891741 rgb/1341845821.891741.png
1341845821.923730 rgb/1341845821.923730.png
1341845821.955750 rgb/1341845821.955750.png
1341845821.991786 rgb/1341845821.991786.png
1341845822.023863 rgb/1341845822.023863.png
1341845822.059759 rgb/1341845822.059759.png
1341845822.091719 rgb/1341845822.091719.png
1341845822.123689 rgb/1341845822.123689.png
1341845822.159808 rgb/1341845822.159808.png
1341845822.185916 rgb/1341845822.185916.png
1341845822.221838 rgb/1341845822.221838.png
1341845822.254004 rgb/1341845822.254004.png
1341845822.289876 rgb/1341845822.289876.png
1341845822.321804 rgb/1341845822.321804.png
1341845822.353784 rgb/1341845822.353784.png
1341845822.391662 rgb/1341845822.391662.png
1341845822.428074 rgb/1341845822.428074.png
1341845822.459970 rgb/1341845822.459970.png
1341845822.495728 rgb/1341845822.495728.png
1341845822.527724 rgb/1341845822.527724.png
1341845822.559648 rgb/1341845822.559648.png
1341845822.595852 rgb/1341845822.595852.png
1341845822.627724 rgb/1341845822.627724.png
1341845822.663716 rgb/1341845822.663716.png
1341845822.695601 rgb/1341845822.695601.png
1341845822.731816 rgb/1341845822.731816.png
1341845822.763760 rgb/1341845822.763760.png
1341845822.789911 rgb/1341845822.789911.png
1341845822.825897 rgb/1341845822.825897.png
1341845822.859721 rgb/1341845822.859721.png
1341845822.889712 rgb/1341845822.889712.png
1341845822.925900 rgb/1341845822.925900.png
1341845822.957708 rgb/1341845822.957708.png
1341845822.989939 rgb/1341845822.989939.png
1341845823.025889 rgb/1341845823.025889.png
1341845823.057775 rgb/1341845823.057775.png
1341845823.093671 rgb/1341845823.093671.png
1341845823.125951 rgb/1341845823.125951.png
1341845823.157773 rgb/1341845823.157773.png
1341845823.193885 rgb/1341845823.193885.png
1341845823.225800 rgb/1341845823.225800.png
1341845823.261842 rgb/1341845823.261842.png
1341845823.293622 rgb/1341845823.293622.png
1341845823.325746 rgb/1341845823.325746.png
1341845823.361852 rgb/1341845823.361852.png
1341845823.394013 rgb/1341845823.394013.png
1341845823.426028 rgb/1341845823.426028.png
1341845823.461869 rgb/1341845823.461869.png
1341845823.493758 rgb/1341845823.493758.png
1341845823.529780 rgb/1341845823.529780.png
1341845823.561916 rgb/1341845823.561916.png
1341845823.593678 rgb/1341845823.593678.png
1341845823.629815 rgb/1341845823.629815.png
1341845823.661750 rgb/1341845823.661750.png
1341845823.695523 rgb/1341845823.695523.png
1341845823.729635 rgb/1341845823.729635.png
1341845823.761810 rgb/1341845823.761810.png
1341845823.797871 rgb/1341845823.797871.png
1341845823.829660 rgb/1341845823.829660.png
1341845823.861808 rgb/1341845823.861808.png
1341845823.897727 rgb/1341845823.897727.png
1341845823.929826 rgb/1341845823.929826.png
1341845823.961797 rgb/1341845823.961797.png
1341845823.998070 rgb/1341845823.998070.png
1341845824.029656 rgb/1341845824.029656.png
1341845824.065768 rgb/1341845824.065768.png
1341845824.097956 rgb/1341845824.097956.png
1341845824.130299 rgb/1341845824.130299.png
1341845824.165751 rgb/1341845824.165751.png
1341845824.197930 rgb/1341845824.197930.png
1341845824.229907 rgb/1341845824.229907.png
1341845824.265800 rgb/1341845824.265800.png
1341845824.298080 rgb/1341845824.298080.png
1341845824.333783 rgb/1341845824.333783.png
1341845824.365821 rgb/1341845824.365821.png
